Run!	Chạy!
What do you think these are?	Bạn nghĩ những thứ này là cái gì?
What happened after we left?	Chuyện gì đã xảy ra sau khi chúng tôi rời đi?
What happened after we left?	Sau khi chúng tôi đi, chuyện gì đã xảy ra?
What languages do you speak?	Bạn nói tiếng gì?
What's done can't be undone.	Chuyện gì đã qua thì cho qua.
When was this song released?	Bài hát này được ra mắt khi nào?
Where did you buy this book?	Bạn mua quyển sách đó ở đâu thế?
Where did you see the woman?	Bạn thấy người phụ nữ đó ở đâu?
Which club do you belong to?	Bạn ở trong câu lạc bộ nào vậy?
Why don't you come visit us?	Sao bạn không tới thăm tụi tôi?
Why don't you come visit us?	Tại sao bạn không đến thăm chúng tôi?
Why isn't anyone helping me?	Sao không ai giúp tôi vậy?
Why isn't anyone helping me?	Sao không có ai giúp tôi thế?
Won't you share my umbrella?	Dùng chung dù với tôi không?
You don't have to do it now.	Bây giờ chúng ta chưa cần làm việc đó đâu.
You have a healthy baby boy.	Bạn đã sinh ra được một bé trai khỏe mạnh đấy.
You have to let me help you.	Cậu phải để mình giúp.
You may have a slight fever.	Có thể anh bị cảm nhẹ rồi.
You win some, you lose some.	Được cái này, mất cái kia.
You won't be late, will you?	Anh sẽ không bị muộn, có phải không?
You've got to be kidding me!	Mày đùa tao à!
You've got to be kidding me!	Mày đang đùa tao à!
You've got to be kidding me!	Mày đùa tao đúng không?
You've got to be kidding me!	Mày đang đùa tao có đúng không?
You've got to be kidding me.	Mày đùa tao à!
Your sweater's on backwards.	Bạn đang mặc cái áo len ngược rồi kìa.
A tree is known by its fruit.	Trông quả biết cây.
Both Tom and I are exhausted.	Cả Tom và tôi đều đói rã rời rồi!
Both Tom and I are exhausted.	Cả Tom và tôi đều kiệt sức rồi.
Both of them are from Boston.	Hai người họ đều tới từ Boston.
Can you tell us what Tom did?	Bạn có thể kể cho tôi Tom đã làm gì không?
Children need a lot of sleep.	Trẻ em cần ngủ nhiều.
Come on. I'm taking you home.	Thôi nào. Mình sẽ đưa bạn về.
Do what you believe is right.	Làm những gì bạn tin là đúng.
Do you enjoy watching sports?	Bạn có thích xem thể thao không?
Do you know how to cook meat?	Bạn có biết cách nấu thịt không?
Do you want to be a princess?	Bạn có muốn trở thành một công chúa?
Don't turn off your computer.	Đừng tắt máy của bạn.
Don't turn off your computer.	Đừng tắt máy của mày.
Don't you want to discuss it?	Bạn không muốn bàn về điều đó sao?
Don't you want to discuss it?	Bạn không muốn bàn về điều đó hay sao?
Even monkeys fall from trees.	Nhân vô thập toàn.
Everybody knows Tom is lying.	Mọi người đều biết là Tom đang nói dối.
Everybody knows Tom is lying.	Ai cũng biết là Tom đang nói dối.
Everybody knows Tom is lying.	Tất cả mọi người đều biết là Tom đang nói dối.
Everybody knows Tom is lying.	Tất cả ai cũng biết là Tom đang nói dối.
Follow your sister's example.	Con học chị con đi.
Follow your sister's example.	Mày học chị mày đi.
Follow your sister's example.	Con nên học theo chị con đi.
Follow your sister's example.	Mày học theo chị mày đi.
Have you ever skipped school?	Bạn đã từng trốn học chưa?
Have you ever skipped school?	Bạn đã bao giờ trốn học chưa?
Have you ever skipped school?	Bạn đã trốn học bao giờ chưa?
He always puts himself first.	Anh ấy luôn đặt lợi ích của mình lên trên hết.
He always puts himself first.	Ông ta luôn đặt lợi ích của bản thân lên trên hết.
He has earned a lot of money.	Nó đã kiếm được rất nhiều tiền.
He has earned a lot of money.	Anh ấy đã kiếm được rất nhiều tiền.
He put the book on the shelf.	Cậu ta đặt cuốn sách lên giá.
He told me that she was sick.	Anh ấy nói với tôi là cô ấy bị ốm.
He took it from her by force.	Anh ta ép cô ấy để giành lấy nó.
He tried hard, but he failed.	Anh ta nỗ lực hết sức nhưng anh ta đã thất bại.
He wants to live in the city.	Anh ấy muốn sống ở thành phố.
He was beaten black and blue.	Anh ta bị đánh bầm dập.
He will come if you call him.	Anh ấy sẽ đến nếu bạn gọi.
He's waiting for you at home.	Anh ta đang đợi bạn ở nhà.
Her book is very interesting.	Cuốn sách của cô ấy rất thú vị.
His house is near the subway.	Nhà anh ta ở gần đường ngầm.
His name, I believe, was Tom.	Nếu tôi không nhầm, thì tên anh ấy chắc chắn là Tom.
His son wants to be a lawyer.	Con trai ông ấy muốn trở thành luật sư.
How beautiful this flower is!	Bông hoa này thật đẹp!
How did you stain your dress?	Thế nào mà mày đã làm ố cái áo?
How did you stain your dress?	Thế nào mà bạn đã làm ố cái áo?
How far is it to the airport?	Đến sân bay xa bao nhiêu?
How many rackets do you have?	Mày có mấy cây vợt?
How many rackets do you have?	Tụi bây có mấy cây vợt?
How many rackets do you have?	Các bạn có bao nhiêu cây vợt?
How many rackets do you have?	Bạn có mấy cây vợt?
How many sisters do you have?	Nhà bạn có mấy chị em gái?
How much does this ring cost?	Chiếc nhẫn này có giá bao nhiêu?
I bought this book yesterday.	Tôi mua cuốn sách này ngày hôm qua.
I can't take another day off.	Tôi không thể nghỉ thêm một ngày nữa.
I changed my profile picture.	Tôi đã thay đổi ảnh avatar của mình.
I changed my profile picture.	Tôi đã thay avatar của mình.
I commute to work by bicycle.	Tôi đi làm bằng xe đạp.
I could live peacefully here.	Tôi có thể sống yên bình ở đây.
I couldn't afford to do that.	Tôi không đủ khả năng làm việc đó.
I couldn't afford to do that.	Tôi không thể đảm đương được việc đó.
I didn't feel safe in Boston.	Tôi đã không cảm thấy an toàn ở Boston.
I didn't want this to happen.	Tôi cũng không muốn vụ này xảy ra.
I didn't want this to happen.	Tôi không muốn điều này xảy ra.
I disagree with that comment.	Tôi không đồng ý với bình luận này.
I don't have any clean socks.	Tôi không có nổi một đôi tất sạch.
I don't have any clean socks.	Tôi không có nổi một đôi vớ sạch sẽ.
I don't have time to explain.	Tôi không có thời gian để giải thích.
I don't need your permission.	Tôi không cần sự cho phép của bạn.
I don't want to be exploited.	Tôi không muốn bị lợi dụng đâu.
I don't want to go to school.	Tôi không muốn đi học.
I don't want to go to school.	Tôi không muốn đến trường.
I don't want to learn French.	Tôi không muốn học tiếng Pháp.
I don't work for you anymore.	Tôi không còn làm việc cho ông nữa.
I don't work for you anymore.	Tôi không còn làm việc cho bà nữa.
I don't work for you anymore.	Tôi không còn làm việc cho anh nữa.
I don't work for you anymore.	Tôi không còn làm việc cho chị nữa rồi.
I got up at six this morning.	Sáng nay tôi thức dậy lúc 6 giờ.
I had a very good time today.	Hôm nay tôi rất vui.
I had trouble getting a taxi.	Tôi đã gặp khố khăn để kiếm một xe tắc xi.
I have a question to ask you.	Tôi có một câu hỏi dành cho bạn.
I have no small change on me.	Tôi không mang theo tiền lẻ.
I have to finish my homework.	Tôi phải làm xong bài tập.
I have to finish my homework.	Tôi phải làm cho xong bài tập.
I heard an interesting rumor.	Tôi đã nghe được một tin đồn thú vị.
I helped Tom paint the fence.	Tôi đã giúp Tom sơn hàng rào.
I helped Tom paint the fence.	Tôi đã giúp Tom sơn cái hàng rào đó.
I hope that you will like it.	Hy vọng bạn thích nó.
I know that Tom is a painter.	Tôi biết Tom là một họa sĩ.
I know that Tom isn't stupid.	Tôi biết Tom không phải là một người ngu ngốc.
I know you know where Tom is.	Tôi biết là bạn biết Tom đang ở đâu.
I liked the way you did that.	Tôi thích cách bạn làm điều đó.
I liked the way you did that.	Tôi thích cách mà bạn đã làm việc đó.
I liked the way you did that.	Tôi thích cái cách bạn làm điều đó.
I lived in Boston many years.	Tôi đã sống ở Boston nhiều năm.
I ordered pizza by telephone.	Tôi đã gọi pizza qua điện thoại.
I promised Tom that I'd wait.	Tôi đã hứa với Tom là tôi sẽ đợi.
I promised Tom that I'd wait.	Tôi đã hứa với Tom là tôi sẽ chờ đợi.
I relayed the message to her.	Tôi đã chuyển tin nhắn cho cô ta.
I relayed the message to her.	Tôi đã chuyển tin nhắn cho bà ấy.
I sold my house in Australia.	Tôi đã bán ngôi nhà của tôi ở Úc.
I sold my house in Australia.	Tôi đã bán ngôi nhà ở Úc của tôi.
I still think Tom could help.	Tôi vẫn nghĩ là Tom có thể giúp được.
I thought that Mary loved me.	Tôi cứ tưởng là Mary yêu tôi.
I tore the paper into pieces.	Tôi đã xé tờ giấy đó ra thành từng mảnh.
I want to go somewhere quiet.	Tôi muốn đi đến chỗ nào đó yên tĩnh.
I want to go somewhere quiet.	Tôi muốn đến chỗ nào đó yên tĩnh.
I want you to give me a loan.	Tôi muốn bạn cho tôi vay tiền.
I want you to give me a loan.	Tôi muốn bạn cho tôi một khoản vay.
I was asked to open the gate.	Có người bào tôi đi mở cánh cổng.
I was here when Tom got here.	Tôi đã ở đây khi Tom đến.
I was too surprised to speak.	Tôi đã không thể nói nên lời vì quá ngạc nhiên.
I was too surprised to speak.	Vì quá ngạc nhiên, tôi đã không thể nói nên lời.
I will call for you at seven.	Bảy giờ tôi sẽ đi đón bạn.
I'd like a little more water.	Tôi muốn thêm một ít nước.
I'd like a twin room, please.	Cho tôi một phòng hai người.
I'll look into it right away.	Tôi sẽ tìm hiểu nó ngay lập tức.
I'll stay in the house today.	Hôm nay tôi sẽ ở nhà.
I'm catching the 11:00 train.	Tôi sẽ lên chuyến tàu 11 giờ.
I'm fed up with working here.	Tôi đã chán làm việc ở đây rồi.
I'm fed up with working here.	Tôi chán làm việc ở đây rồi.
I'm going to change my shirt.	Tôi sẽ thay áo phông.
I'm going to get us some tea.	Tôi sẽ đi lấy cho chúng ta một ít trà.
I'm learning to speak French.	Tôi đang học nói tiếng Pháp.
I'm not going to forgive you.	Tôi sẽ không tha thứ cho bạn.
I'm waiting for my boyfriend.	Tôi đang đợi bạn trai của tôi.
I'm waiting for my boyfriend.	Tao đang đợi bồ của tao.
I've brought a cup of coffee.	Tôi vừa đem một cốc cà phê đến.
I've just finished breakfast.	Tôi vừa ăn bữa sáng xong.
I've just finished breakfast.	Tôi vừa ăn sáng xong.
I've never seen him in jeans.	Tôi chưa thấy anh ấy mặc quần jean bao giờ.
Isn't this against the rules?	Không phải điều này trái luật sao?
It kept raining all day long.	Trời đã mưa cả ngày.
It seems it'll rain tomorrow.	Mai trời có thể sẽ mưa.
It'll happen, I'm sure of it.	Nó sẽ xảy ra, tôi chắc chắn đấy.
It'll happen, I'm sure of it.	Điều đó sẽ xảy ra, tôi chắc chắn đấy.
It's a very complex question.	Đó là một câu hỏi phức tạp.
Look at the notes on page 10.	Hãy nhìn vào phần chú thích ở trang 10.
Look at the notes on page 10.	Nhìn vào phần chú giải trang 10.
Mary allowed Tom to kiss her.	Mary cho phép Tom hôn mình.
May I borrow your dictionary?	Tôi mượn cuốn từ điển của bạn có được không?
May I have your phone number?	tôi có thể có số điện thoại của bạn không?
Maybe I'll call you sometime.	Có lẽ tôi sẽ gọi cho cậu lúc nào đó.
Moths are attracted by light.	Bướm đêm bị ánh sáng thu hút.
My brother has a good memory.	Anh trai tôi có trí nhớ tốt.
My brother has a good memory.	Anh trai tôi có một trí nhớ tốt.
My computer's acting strange.	Máy tính của tôi chạy kỳ lạ lắm.
My parents are arguing again.	Bố mẹ tôi lại đang cãi nhau.
My tea is a little too sweet.	Tách trà của tôi hơi ngọt một chút.
No one is coming to save you.	Không ai sẽ đến cứu bạn.
No one is coming to save you.	Không ai sẽ đến cứu mày.
No one is coming to save you.	Không ai cứu mày đâu.
No one is coming to save you.	Không ai cứu ngươi đâu.
No one is coming to save you.	Sẽ không có ai cứu mày đâu.
Once a thief, always a thief.	Ăn cắp quen tay, ngủ ngày quen mắt.
Once a thief, always a thief.	Nhân gian dễ đổi, bản tính khó rời.
Our investigation is ongoing.	Cuộc điều tra của chúng tôi vẫn tiếp tục.
Please get me hotel security.	Làm ơn cho tôi gặp bảo vệ khách sạn.
Please have some copies made.	Làm ơn phô tô thêm vài bản nhé.
Please make yourself at home.	Xin bạn hãy cứ tự nhiên như ở nhà.
