year,title,genre
1974,Phase IV,unknown
1974,The Private Afternoons of Pamela Mann,unknown
1974,Report to the Commissioner,unknown
1974,Rhinoceros,unknown
1974,S*P*Y*S,unknown
1974,The Savage Is Loose,unknown
1974,Score,unknown
1974,Seizure,unknown
1974,Space Is the Place,unknown
1974,The Spikes Gang,unknown
1974,Sugar Hill,unknown
1974,The Sugarland Express,unknown
1974,The Super Cops,unknown
1974,The Taking of Pelham One Two Three,unknown
1974,The Tamarind Seed,unknown
1974,The Terminal Man,unknown
1974,The Texas Chain Saw Massacre,unknown
1974,Thieves Like Us,unknown
1974,Thomasine & Bushrod,unknown
1974,Three the Hard Way,unknown
1974,Three Tough Guys,unknown
1974,Thunderbolt and Lightfoot,unknown
1974,The Towering Inferno,unknown
1974,The Trial of Billy Jack,unknown
1974,UFO: Target Earth,unknown
1974,Uptown Saturday Night,unknown
1974,A Very Natural Thing,unknown
1974,The Voyage,unknown
1974,W,unknown
1974,Where the Lilies Bloom,unknown
1974,Where the Red Fern Grows,unknown
1974,The White Dawn,unknown
1974,Willie Dynamite,unknown
1974,A Woman Under the Influence,unknown
1974,The Wrestler,unknown
1974,The Yakuza,unknown
1974,Young Frankenstein,unknown
1974,Zandy's Bride,unknown
1975,92 in the Shade,unknown
1975,Aaron Loves Angela,unknown
1975,The Adventure of Sherlock Holmes' Smarter Brother,unknown
1975,The Adventures of the Wilderness Family,unknown
1975,"Aloha, Bobby and Rose",unknown
1975,The Apple Dumpling Gang,unknown
1975,At Long Last Love,unknown
1975,Barry Lyndon,unknown
1975,Bite the Bullet,unknown
1975,The Black Bird,unknown
1975,Boss Nigger,unknown
1975,A Boy and His Dog,unknown
1975,Brannigan,unknown
1975,Breakheart Pass,unknown
1975,Bucktown,unknown
1975,Bug,unknown
1975,The Candy Tangerine Man,action
1975,Capone,crime drama
1975,Cleopatra Jones and the Casino of Gold,action
1975,Conduct Unbecoming,drama
1975,Cooley High,comedy
1975,Coonskin aka Street Fight,animated
1975,Crazy Mama,action comedy
1975,Death Race 2000,action
1975,The Devil's Rain,horror
1975,Diamonds,crime
1975,Doc Savage: The Man of Bronze,adventure
1975,Dog Day Afternoon,crime drama
1975,Dolemite,crime comedy
1975,The Eiger Sanction,thriller
1975,"Farewell, My Lovely",mystery
1975,Fore Play,comedy
1975,The Fortune,comedy
1975,Framed,crime drama
1975,French Connection II,crime drama
1975,Friday Foster,action
1975,The Giant Spider Invasion,sci-fi
1975,Gone with the West,western
1975,The Great Waldo Pepper,drama
1975,The Happy Hooker,comedy
1975,Hard Times,drama
1975,Hearts of the West,comedy
1975,Hester Street,drama
1975,The Hiding Place,drama
1975,The Hindenburg,thriller
1975,Hustle,crime drama
1975,Inserts,drama
1975,I Wonder Who's Killing Her Now?,comedy
1975,Jaws,"thriller, adventure"
1975,The Killer Elite,crime drama
1975,The Land That Time Forgot,adventure
1975,Let's Do It Again,comedy
1975,Love and Death,comedy
1975,Lucky Lady,crime comedy
1975,Mackintosh and T.J.,family
1975,Man Friday,adventure
1975,The Man in the Glass Booth,"drama, biography"
1975,The Man Who Would Be King,adventure
1975,Mandingo,drama
1975,The Master Gunfighter,western
1975,Milestones,drama
1975,Mitchell,crime drama
1975,Moonrunners,action
1975,Mr. Ricco,crime drama
1975,Naked Came The Stranger,adult film
1975,Nashville,"drama, musical"
1975,Night Moves,mystery
1975,Once Is Not Enough,drama
1975,One Flew Over the Cuckoo's Nest,drama
1975,One of Our Dinosaurs Is Missing,family
1975,Out of Season,drama
1975,Permission to Kill,thriller
1975,Posse,western
1975,The Prisoner of Second Avenue,drama
1975,Queen of the Stardust Ballroom,drama
1975,Race with the Devil,thriller
1975,Rafferty and the Gold Dust Twins,comedy
1975,Rancho Deluxe,comedy western
1975,The Reincarnation of Peter Proud,horror
1975,Return to Macon County,drama
1975,Return of the Pink Panther,comedy
1975,The Rocky Horror Picture Show,"musical, comedy"
1975,Rollerball,"sci-fi, action"
1975,The Romantic Englishwoman,drama
1975,Rooster Cogburn,western
1975,Rosebud,suspense
1975,Royal Flash,adventure
1975,Shampoo,drama
1975,Smile,comedy
1975,The Spiral Staircase,mystery
1975,The Stepford Wives,"science-fiction, thriller"
1975,The Strongest Man in the World,family
1975,The Sunshine Boys,comedy
1975,Supervixens,sexploitation
1975,Take a Hard Ride,western
1975,That Lucky Touch,comedy
1975,Three Days of the Condor,thriller
1975,Thundercrack!,"adult, horror"
1975,Tubby the Tuba,animated
1975,W.W. and the Dixie Dancekings,action comedy
1975,Walking Tall Part 2,action
1975,The Werewolf of Woodstock,horror
1975,White Line Fever,action
1975,The Wild Party,drama
1975,The Wind and the Lion,adventure
1976,Across the Great Divide,family
1976,"Alice, Sweet Alice",horror
1976,All the President's Men,"drama, biographical"
1976,Assault on Precinct 13,action
1976,At the Earth's Core,sci-fi
1976,Baby Blue Marine,drama
1976,The Bad News Bears,comedy
1976,The Big Bus,comedy
1976,The Bingo Long Traveling All-Stars & Motor Kings,"comedy, sports"
1976,Black Heat,action
1976,Black Shampoo,drama
1976,Bound for Glory,biography
1976,Breaking Point,crime drama
1976,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","western, comedy"
1976,Burnt Offerings,horror
1976,Carrie,horror
1976,Deadly Hero,thriller
1976,Diary of the Dead,thriller
1976,Dixie Dynamite,action
1976,"Dr. Black, Mr. Hyde",horror
1976,Drive-In Massacre,horror
1976,The Duchess and the Dirtwater Fox,comedy
1976,The Eagle Has Landed,drama
1976,Embryo,sci-fi horror
1976,The Enforcer,thriller
1976,Family Plot,suspense
1976,The Food of the Gods,horror
1976,Freaky Friday,comedy
1976,From Noon till Three,western
1976,The Front,"comedy, drama"
1976,Futureworld,sci-fi
1976,Gator,action
1976,God Told Me To,horror
1976,Grizzly,horror
1976,The Gumball Rally,action
1976,Gus,comedy
1976,Harry and Walter Go to New York,comedy
1976,Hawmps!,comedy
1976,Hollywood Boulevard,comedy
1976,Hot Potato,action
1976,The Human Tornado,action
1976,"I Will, I Will... for Now",comedy
1976,J. D.'s Revenge,horror
1976,Jackson County Jail,drama
1976,Killer Force,crime
1976,The Killer Inside Me,crime drama
1976,The Killing of a Chinese Bookie,crime drama
1976,King Kong,adventure
1976,King Kung Fu,comedy
1976,The Last Hard Men,western
1976,Leadbelly,biography
1976,Lifeguard,drama
1976,Lipstick,drama
1976,The Little Girl Who Lives Down the Lane,thriller
1976,Logan's Run,science fiction
1976,Mako: The Jaws of Death,thriller
1976,Marathon Man,thriller
1976,A Matter of Time,fantasy
1976,Mean Johnny Barrows,crime drama
1976,Midway,war
1976,Mikey and Nicky,drama
1976,The Missouri Breaks,western
1976,The Monkey Hustle,action
1976,"Mother, Jugs & Speed",comedy
1976,Moving Violation,crime comedy
1976,Murder by Death,comedy
1976,Network,drama
1976,The Next Man,thriller
1976,"Next Stop, Greenwich Village","comedy, drama"
1976,Nickelodeon,comedy
1976,"No Deposit, No Return",comedy
1976,Obsession,thriller
1976,Ode to Billy Joe,drama
1976,The Omen,horror
1976,One Summer Love,romance
1976,The Outlaw Josey Wales,western
1976,The Return of a Man Called Horse,western
1976,The Ritz,comedy
1976,Robin and Marian,adventure
1976,Rocky,drama
1976,The Sailor Who Fell from Grace with the Sea,drama
1976,The Sell Out,drama
1976,The Seven-Per-Cent Solution,mystery
1976,The Shaggy D.A.,family
1976,Shoot,drama
1976,The Shootist,western
1976,Shout at the Devil,war
1976,Silent Movie,comedy
1976,Silver Streak,crime comedy
1976,Sky Riders,action
1976,Squirm,horror
1976,A Star is Born,"musical, drama"
1976,Stay Hungry,comedy drama
1976,St. Ives,action
1976,Swashbuckler,adventure
1976,Sweet Revenge,drama
1976,The Swiss Conspiracy,drama
1976,Sybil,drama
1976,Target of an Assassin,drama
1976,Taxi Driver,drama
1976,The Town That Dreaded Sundown,horror
1976,Track of the Moon Beast,sci-fi
1976,Tracks,drama
1976,Tunnel Vision,comedy
1976,Two-Minute Warning,thriller
1976,Velvet Smooth,mystery
1976,Victory at Entebbe,drama
1976,Vigilante Force,action
1976,W.C. Fields and Me,biography
1976,Welcome to L.A.,drama
1977,3 Women,unknown
1977,Airport '77,unknown
1977,Andy Warhol's Bad,unknown
1977,Annie Hall,unknown
1977,Audrey Rose,unknown
1977,Barbara Broadcast,unknown
1977,Bare Knuckles,unknown
1977,Between the Lines,unknown
1977,Beyond Reason,unknown
1977,The Billion Dollar Hobo,unknown
1977,Billy Jack Goes to Washington,unknown
1977,Black Sunday,unknown
1977,Bobby Deerfield,unknown
1977,Breaker! Breaker!,unknown
1977,A Bridge Too Far,unknown
1977,Candleshoe,family
1977,The Car,mystery
1977,Cinderella,erotic musical
1977,Citizen's Band,comedy
1977,Close Encounters of the Third Kind,science fiction
1977,The Confessions of Amans,drama
1977,Contract on Cherry Street,crime drama
1977,Cross of Iron,"war, action"
1977,Crossed Swords,adventure
1977,Damnation Alley,science fiction
1977,The Day of the Animals,science fiction
1977,Death Bed: The Bed That Eats,comedy
1977,The Deep,thriller
1977,Demon Seed,horror
1977,Desperate Living,comedy
1977,The Domino Principle,thriller
1977,Drive-In Massacre,horror
1977,Eaten Alive,horror
1977,Empire of the Ants,horror
1977,Equus,drama
1977,Eraserhead,"horror, fantasy"
1977,Exorcist II: The Heretic,horror
1977,First Love,drama
1977,For the Love of Benji,family
1977,Fun with Dick and Jane,comedy
1977,The Gauntlet,thriller
1977,The Goodbye Girl,"comedy, drama"
1977,Grand Theft Auto,"action, comedy"
1977,Grayeagle,western
1977,Greased Lightning,biography
1977,The Great Smokey Roadblock,comedy
1977,Herbie Goes to Monte Carlo,family
1977,Heroes,"comedy, drama"
1977,High Anxiety,comedy
1977,The Hills Have Eyes,horror
1977,I Never Promised You a Rose Garden,drama
1977,The Incredible Melting Man,sci-fi
1977,The Island of Dr. Moreau,sci-fi
1977,Islands in the Stream,drama
1977,Joyride,drama
1977,Julia,drama
1977,The Kentucky Fried Movie,comedy
1977,Kingdom of the Spiders,sci-fi
1977,Last House on Dead End Street,horror
1977,The Last Remake of Beau Geste,comedy
1977,The Late Show,drama
1977,A Little Night Music,musical
1977,Looking for Mr. Goodbar,drama
1977,MacArthur,"war, biography"
1977,The Many Adventures of Winnie the Pooh,animation
1977,March or Die,war
1977,Martin,horror
1977,The Mouse and His Child,"animated, family"
1977,Mr. Billion,action
1977,"New York, New York",musical
1977,"Oh, God!",comedy
1977,One on One,drama
1977,Opening Night,drama
1977,The Opening of Misty Beethoven,adult film
1977,Orca,adventure
1977,The Other Side of Midnight,drama
1977,Outlaw Blues,drama
1977,The People That Time Forgot,science fiction
1977,A Piece of the Action,comedy
1977,Planet of Dinosaurs,sci-fi
1977,Portrait of a Hitman,crime
1977,Pumping Iron,documentary
1977,Rabid,horror
1977,"Race for Your Life, Charlie Brown",animation
1977,Raggedy Ann & Andy: A Musical Adventure,animation
1977,Raid on Entebbe,drama
1977,The Rescuers,animated
1977,Rollercoaster,thriller
1977,Rolling Thunder,drama
1977,Roots,"drama, television miniseries"
1977,Roseland,romance
1977,Ruby,horror
1977,Run for the Roses,drama
1977,Satan's Cheerleaders,comedy
1977,Saturday Night Fever,drama
1977,Scott Joplin,biopic
1977,Semi-Tough,comedy
1977,The Sentinel,horror
1977,"September 30, 1955",drama
1977,Short Eyes,crime drama
1977,Sinbad and the Eye of the Tiger,action
1977,Slap Shot,comedy
1977,Smokey and the Bandit,comedy
1977,Sorcerer,thriller
1977,Speedtrap,action
1977,Star Wars Episode IV: A New Hope (aka Star Wars),science fiction
1977,Telefon,spy film
1977,Tentacles,horror
1977,Thunder and Lightning,action
1977,The Turning Point,drama
1977,Twilight's Last Gleaming,thriller
1977,Valentino,"drama, biography"
1977,The Van,comedy
1977,Viva Knievel!,"action, biography"
1977,Which Way Is Up?,comedy
1977,The White Buffalo,western
1977,Wizards,"animated, fantasy"
1977,The World's Greatest Lover,comedy
1978,Attack of the Killer Tomatoes,unknown
1978,Avalanche,unknown
1978,The Bad News Bears Go to Japan,unknown
1978,The Betsy,unknown
1978,The Big Fix,unknown
1978,Big Wednesday,unknown
1978,Bloodbrothers,unknown
1978,Born Again,unknown
1978,The Boys from Brazil,unknown
1978,The Boys in Company C,unknown
1978,The Brink's Job,unknown
1978,The Buddy Holly Story,unknown
1978,California Suite,comedy
1978,Capricorn One,suspense
1978,Caravans,adventure
1978,Casey's Shadow,drama
1978,The Cat from Outer Space,sci-fi
1978,The Cheap Detective,comedy
1978,Coma,thriller
1978,Comes a Horseman,western
1978,Coming Home,drama
1978,Convoy,action
1978,Corvette Summer,action
1978,Covert Action,drama
1978,The Dain Curse,mystery
1978,Damien: Omen II,horror
1978,Dawn of the Dead,horror
1978,Days of Heaven,drama
1978,Death Dimension,action
1978,Deathsport,action
1978,The Deer Hunter,"drama, war"
1978,A Different Story,drama
1978,A Distant Thunder,drama
1978,The Driver,crime drama
1978,The End,comedy
1978,Every Which Way but Loose,comedy
1978,Eyes of Laura Mars,thriller
1978,F.I.S.T.,drama
1978,FM,comedy
1978,Fedora,drama
1978,Fingers,drama
1978,Foul Play,comedy
1978,The Fury,horror
1978,Girlfriends,"comedy, drama"
1978,Go Tell the Spartans,"war, drama"
1978,Goin' South,"comedy, western"
1978,Good Guys Wear Black,action
1978,Gray Lady Down,adventure
1978,Grease,musical comedy
1978,The Greek Tycoon,drama
1978,Halloween,horror
1978,Harper Valley PTA,comedy
1978,Heaven Can Wait,"comedy, fantasy"
1978,High-Ballin',action
1978,Holocaust,drama
1978,Hooper,"action, comedy"
1978,Hot Lead and Cold Feet,"western, comedy"
1978,House Calls,comedy
1978,I Spit on Your Grave,thriller
1978,I Wanna Hold Your Hand,comedy
1978,Ice Castles,drama
1978,If Ever I See You Again,drama
1978,Interiors,drama
1978,International Velvet,"drama, family"
1978,Invasion of the Body Snatchers,science fiction
1978,Jaws 2,thriller
1978,Jennifer,horror
1978,Killer of Sheep,drama
1978,King of the Gypsies,drama
1978,Laserblast,science fiction
1978,The Legacy,horror
1978,Let Me Die a Woman,exploitation
1978,The Lord of the Rings,"fantasy, animated"
1978,Magic,suspense
1978,The Magic of Lassie,family
1978,The Manitou,horror
1978,Maraschino Cherry,adult film
1978,Mean Dog Blues,drama
1978,The Medusa Touch,drama
1978,Midnight Express,"drama, biography"
1978,Movie Movie,"comedy, musical"
1978,National Lampoon's Animal House,comedy
1978,The Norseman,adventure
1978,Oliver's Story,romance
1978,Olly Olly Oxen Free,family
1978,The One and Only,comedy
1978,Paradise Alley,drama
1978,Piranha,horror
1978,Planet of Dinosaurs,sci-fi
1978,Pretty Baby,drama
1978,Rabbit Test,comedy
1978,Remember My Name,thriller
1978,Return from Witch Mountain,family
1978,Revenge of the Pink Panther,comedy
1978,The Scenic Route,drama
1978,Sextette,comedy
1978,Sgt. Pepper's Lonely Hearts Club Band,musical
1978,Silent Partner,crime drama
1978,Slow Dancing in the Big City,drama
1978,Somebody Killed Her Husband,comedy
1978,Straight Time,crime drama
1978,Superman,superhero film
1978,The Swarm,disaster film
1978,Thank God It's Friday,comedy
1978,The Toolbox Murders,horror
1978,Uncle Joe Shannon,drama
1978,An Unmarried Woman,drama
1978,Up in Smoke,comedy
1978,A Wedding,comedy
1978,Who Is Killing the Great Chefs of Europe?,comedy
1978,Who'll Stop the Rain,"drama, action"
1978,The Wiz,musical
1978,Wolf Lake,thriller
1978,Youngblood,drama
1978,Zero to Sixty,comedy
1979,10,unknown
1979,1941,unknown
1979,Agatha,unknown
1979,Alien,unknown
1979,All That Jazz,unknown
1979,Americathon,unknown
1979,The Amityville Horror,unknown
1979,...And Justice for All,unknown
1979,Angels' Brigade,unknown
1979,Apocalypse Now,unknown
1979,The Apple Dumpling Gang Rides Again,unknown
1979,Ashanti,unknown
1979,Avalanche Express,unknown
1979,Being There,comedy
1979,Beneath the Valley of the Ultra-Vixens,comedy
1979,Beyond the Poseidon Adventure,action
1979,Birth of The Beatles,biography
1979,The Black Hole,science fiction
1979,The Black Stallion,family
1979,Bloodline,drama
1979,Breaking Away,"drama, comedy"
1979,The Bugs Bunny/Road Runner Movie,animated
1979,Butch and Sundance: The Early Days,western
1979,C.H.O.M.P.S.,family
1979,California Dreaming,drama
1979,Caligula,"historical, erotic"
1979,The Cat and the Canary,mystery
1979,The Champ,drama
1979,Chapter Two,"comedy, drama"
1979,The Children of Sanchez,drama
1979,The China Syndrome,thriller
1979,City on Fire,disaster film
1979,The Concorde ... Airport '79,"drama, thriller"
1979,Cuba,drama
1979,Dracula,horror
1979,The Driller Killer,horror
1979,The Electric Horseman,romantic comedy
1979,Escape from Alcatraz,drama
1979,Fast Break,"comedy, sports"
1979,The Fish That Saved Pittsburgh,"comedy, sports"
1979,A Force of One,action
1979,French Postcards,"comedy, drama"
1979,The Frisco Kid,"western, comedy"
1979,The Glove,action
1979,Going in Style,"comedy, drama"
1979,Goldengirl,"drama, sports"
1979,The Great Santini,drama
1979,Hair,musical
1979,Hanover Street,drama
1979,Hardcore,drama
1979,Head Over Heels,drama
1979,Hot Stuff,comedy
1979,Human Experiments,drama
1979,Hurricane,adventure
1979,The In-Laws,comedy
1979,Jaguar Lives!,spy
1979,The Jerk,comedy
1979,"Just You and Me, Kid",comedy
1979,Kramer vs. Kramer,drama
1979,The Lady Vanishes,mystery
1979,Last Embrace,suspense
1979,A Little Romance,comedy
1979,Lost and Found,comedy
1979,Love and Bullets,crime
1979,Love At First Bite,comedy
1979,The Main Event,comedy
1979,The Magician of Lublin,drama
1979,Manhattan,"comedy, drama"
1979,Meteor,"disaster film, sci-fi"
1979,More American Graffiti,"comedy, drama"
1979,Mr. Mike's Mondo Video,comedy
1979,The Muppet Movie,"comedy, family"
1979,A Nightingale Sang in Berkeley Square,crime comedy
1979,Nightwing,horror
1979,Norma Rae,drama
1979,The North Avenue Irregulars,"comedy, family"
1979,North Dallas Forty,"drama, sports"
1979,The Onion Field,crime drama
1979,Over the Edge,drama
1979,Parts: The Clonus Horror,sci-fi
1979,Penitentiary,action
1979,A Perfect Couple,comedy
1979,Phantasm,horror
